customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,churned,tenure_group
3841-NFECX,Female,1,True,False,71,True,True,Fiber optic,True,True,True,True,False,False,Two year,True,Credit card (automatic),96.35,6766.95,No,0,61-72
4929-XIHVW,Male,1,True,False,2,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),95.5,181.65,No,0,0-12
6827-IEAUQ,Female,0,True,True,27,True,False,DSL,True,True,True,True,False,False,One year,False,Mailed check,66.15,1874.45,No,0,25-36
7310-EGVHZ,Male,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),20.2,20.2,No,0,0-12
3413-BMNZE,Male,1,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),45.25,45.25,No,0,0-12
6234-RAAPL,Female,0,True,True,72,True,True,Fiber optic,True,True,False,True,True,False,Two year,False,Bank transfer (automatic),99.9,7251.7,No,0,61-72
6047-YHPVI,Male,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.7,316.9,Yes,1,0-12
6572-ADKRS,Female,0,False,False,46,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),74.8,3548.3,No,0,37-48
5380-WJKOV,Male,0,False,False,34,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,106.35,3549.25,Yes,1,25-36
8168-UQWWF,Female,0,False,False,11,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),97.85,1105.4,Yes,1,0-12
8865-TNMNX,Male,0,True,True,10,True,False,DSL,False,True,False,False,False,False,One year,False,Mailed check,49.55,475.7,No,0,0-12
9489-DEDVP,Female,0,True,True,70,True,True,DSL,True,True,False,False,True,False,Two year,True,Credit card (automatic),69.2,4872.35,No,0,61-72
9867-JCZSP,Female,0,True,True,17,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,20.75,418.25,No,0,13-24
4671-VJLCL,Female,0,False,False,63,True,True,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),79.85,4861.45,No,0,61-72
4080-IIARD,Female,0,True,False,13,True,True,DSL,True,True,False,True,True,False,Month-to-month,True,Electronic check,76.2,981.45,No,0,13-24
3714-NTNFO,Female,0,False,False,49,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.5,3906.7,No,0,49-60
5948-UJZLF,Male,0,False,False,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,49.25,97.0,No,0,0-12
7760-OYPDY,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.65,144.15,Yes,1,0-12
7639-LIAYI,Male,0,False,False,52,True,True,DSL,True,False,False,True,True,True,Two year,True,Credit card (automatic),79.75,4217.8,No,0,49-60
2954-PIBKO,Female,0,True,True,69,True,True,DSL,True,False,True,True,False,False,Two year,True,Credit card (automatic),64.15,4254.1,No,0,61-72
8012-SOUDQ,Female,1,False,False,43,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,90.25,3838.75,No,0,37-48
9420-LOJKX,Female,0,False,False,15,True,False,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.1,1426.4,Yes,1,13-24
6575-SUVOI,Female,1,True,False,25,True,True,DSL,True,False,False,True,True,False,Month-to-month,True,Credit card (automatic),69.5,1752.65,No,0,25-36
7495-OOKFY,Female,1,True,False,8,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),80.65,633.3,Yes,1,0-12
4667-QONEA,Female,1,True,True,60,True,False,DSL,True,True,True,True,False,True,One year,True,Credit card (automatic),74.85,4456.35,No,0,49-60
1658-BYGOY,Male,1,False,False,18,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.45,1752.55,Yes,1,13-24
8769-KKTPH,Female,0,True,True,63,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Credit card (automatic),99.65,6311.2,No,0,61-72
5067-XJQFU,Male,1,True,True,66,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,108.45,7076.35,No,0,61-72
3957-SQXML,Female,0,True,True,34,True,True,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),24.95,894.3,No,0,25-36
5954-BDFSG,Female,0,False,False,72,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Credit card (automatic),107.5,7853.7,No,0,61-72
0434-CSFON,Female,0,True,False,47,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5,4707.1,No,0,37-48
1215-FIGMP,Male,0,False,False,60,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.9,5450.7,No,0,49-60
0526-SXDJP,Male,0,True,False,72,False,No,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),42.1,2962.0,No,0,61-72
0557-ASKVU,Female,0,True,True,18,True,False,DSL,False,False,True,True,False,False,One year,True,Credit card (automatic),54.4,957.1,No,0,13-24
5698-BQJOH,Female,0,False,False,9,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,94.4,857.25,Yes,1,0-12
5122-CYFXA,Female,0,False,False,3,True,False,DSL,False,True,False,True,True,True,Month-to-month,True,Electronic check,75.3,244.1,No,0,0-12
8627-ZYGSZ,Male,0,True,False,47,True,True,Fiber optic,False,True,False,False,False,False,One year,True,Electronic check,78.9,3650.35,No,0,37-48
3410-YOQBQ,Female,0,False,False,31,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,79.2,2497.2,No,0,25-36
3170-NMYVV,Female,0,True,True,50,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),20.15,930.9,No,0,49-60
7410-OIEDU,Male,0,False,False,10,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Mailed check,79.85,887.35,No,0,0-12
2273-QCKXA,Male,0,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,49.05,49.05,No,0,0-12
0731-EBJQB,Female,0,True,True,52,True,False,No,No,No,No,No,No,No,One year,True,Electronic check,20.4,1090.65,No,0,49-60
1891-QRQSA,Male,1,True,True,64,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),111.6,7099.0,No,0,61-72
8028-PNXHQ,Male,0,True,True,62,True,True,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),24.25,1424.6,No,0,61-72
5630-AHZIL,Female,0,False,True,3,True,False,DSL,True,False,False,True,False,True,Month-to-month,True,Bank transfer (automatic),64.5,177.4,No,0,0-12
2673-CXQEU,Female,1,False,False,56,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Electronic check,110.5,6139.5,No,0,49-60
6416-JNVRK,Female,0,False,False,46,True,False,DSL,False,False,False,False,False,True,One year,False,Credit card (automatic),55.65,2688.85,No,0,37-48
5590-ZSKRV,Female,0,True,True,8,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,54.65,482.25,No,0,0-12
0191-ZHSKZ,Male,1,False,False,30,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,74.75,2111.3,No,0,25-36
3887-PBQAO,Female,0,True,True,45,True,True,No,No,No,No,No,No,No,One year,True,Credit card (automatic),25.9,1216.6,No,0,37-48
5919-TMRGD,Female,0,False,True,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.35,79.35,Yes,1,0-12
8108-UXRQN,Female,0,True,True,11,False,No,DSL,True,False,False,False,True,True,Month-to-month,False,Electronic check,50.55,565.35,No,0,0-12
9191-MYQKX,Female,0,True,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),75.15,496.9,Yes,1,0-12
9919-YLNNG,Female,0,False,False,42,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),103.8,4327.5,No,0,37-48
0318-ZOPWS,Female,0,True,False,49,True,False,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),20.15,973.35,No,0,49-60
4445-ZJNMU,Male,0,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.3,918.75,No,0,0-12
4808-YNLEU,Female,0,True,False,35,True,False,DSL,True,False,False,False,True,False,One year,True,Bank transfer (automatic),62.15,2215.45,No,0,25-36
1862-QRWPE,Female,0,True,True,48,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),20.65,1057.0,No,0,37-48
2796-NNUFI,Female,0,True,True,46,True,False,No,No,No,No,No,No,No,Two year,True,Mailed check,19.95,927.1,No,0,37-48
3016-KSVCP,Male,0,True,False,29,False,No,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,33.75,1009.25,No,0,25-36
4767-HZZHQ,Male,0,True,True,30,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),82.05,2570.2,No,0,25-36
2424-WVHPL,Male,1,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Electronic check,74.7,74.7,No,0,0-12
7233-PAHHL,Male,0,True,True,66,True,True,DSL,True,False,True,True,True,True,Two year,True,Mailed check,84.0,5714.25,No,0,61-72
6067-NGCEU,Female,0,False,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),111.05,7107.0,No,0,61-72
9848-JQJTX,Male,0,False,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),100.9,7459.05,No,0,61-72
8637-XJIVR,Female,0,False,False,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.95,927.35,Yes,1,0-12
9803-FTJCG,Male,0,True,True,71,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),66.85,4748.7,No,0,61-72
0278-YXOOG,Male,0,False,False,5,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,21.05,113.85,Yes,1,0-12
3212-KXOCR,Male,0,False,False,52,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),21.0,1107.2,No,0,49-60
4598-XLKNJ,Female,1,True,False,25,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,98.5,2514.5,Yes,1,25-36
6380-ARCEH,Male,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.2,20.2,No,0,0-12
3679-XASPY,Female,0,True,True,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,19.45,19.45,No,0,0-12
7123-WQUHX,Male,0,False,False,38,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),95.0,3605.6,No,0,37-48
5386-THSLQ,Female,1,True,False,66,False,No,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),45.55,3027.25,No,0,61-72
3192-NQECA,Male,0,True,False,68,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,7611.85,Yes,1,61-72
6180-YBIQI,Male,0,False,False,5,False,No,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.3,100.2,No,0,0-12
6728-DKUCO,Female,0,True,True,72,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.15,7303.05,No,0,61-72
9750-BOOHV,Female,0,False,False,32,False,No,DSL,True,False,False,False,False,False,One year,False,Mailed check,30.15,927.65,No,0,25-36
8597-CWYHH,Male,0,False,False,43,True,True,Fiber optic,False,False,False,False,True,True,One year,False,Mailed check,94.35,3921.3,No,0,37-48
2848-YXSMW,Male,0,True,True,72,True,False,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),19.4,1363.25,No,0,61-72
0486-HECZI,Male,0,True,False,55,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,96.75,5238.9,Yes,1,49-60
4549-ZDQYY,Female,0,False,False,52,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),57.95,3042.25,No,0,49-60
5712-AHQNN,Female,0,False,False,43,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,91.65,3954.1,No,0,37-48
4846-WHAFZ,Female,1,True,False,37,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.5,2868.15,Yes,1,37-48
5256-SKJGO,Female,0,True,True,64,False,No,DSL,False,True,False,True,True,True,Two year,True,Electronic check,54.6,3423.5,No,0,61-72
3071-VBYPO,Male,0,True,True,3,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,89.85,248.4,No,0,0-12
9560-BBZXK,Female,0,False,False,36,False,No,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),31.05,1126.35,No,0,25-36
5299-RULOA,Female,0,True,True,10,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,100.25,1064.65,Yes,1,0-12
8402-OOOHJ,Female,0,False,False,41,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,20.65,835.15,No,0,37-48
9445-ZUEQE,Male,0,True,True,27,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),85.2,2151.6,No,0,25-36
1091-SOZGA,Female,0,True,True,56,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),99.8,5515.45,No,0,49-60
2928-HLDBA,Female,0,False,False,6,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.7,112.75,No,0,0-12
0404-SWRVG,Male,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.4,229.55,Yes,1,0-12
6497-TILVL,Female,0,True,True,7,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,50.7,350.35,No,0,0-12
7219-TLZHO,Female,0,True,True,4,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.85,62.9,No,0,0-12
4622-YNKIJ,Male,0,False,False,33,True,False,Fiber optic,True,False,False,True,True,False,Two year,True,Electronic check,88.95,3027.65,No,0,25-36
4412-YLTKF,Female,1,False,False,27,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,78.05,2135.5,Yes,1,25-36
6734-PSBAW,Male,0,True,False,72,True,True,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),23.55,1723.95,No,0,61-72
3930-ZGWVE,Male,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,19.75,19.75,No,0,0-12
2639-UGMAZ,Male,1,False,False,71,False,No,DSL,True,True,False,False,True,True,One year,True,Electronic check,56.45,3985.35,No,0,61-72
2876-GZYZC,Female,0,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.95,1215.65,No,0,13-24
6207-WIOLX,Female,0,True,True,25,False,No,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.6,1502.65,Yes,1,25-36
8587-XYZSF,Male,0,False,False,67,True,False,DSL,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),50.55,3260.1,No,0,61-72
3091-FYHKI,Male,0,False,False,1,False,No,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45,35.45,Yes,1,0-12
2372-HWUHI,Male,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.35,81.25,Yes,1,0-12
7799-LGRDP,Female,0,False,False,43,True,True,No,No,No,No,No,No,No,Two year,True,Credit card (automatic),25.7,1188.2,No,0,37-48
7850-VWJUU,Female,0,False,False,23,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,No,0,13-24
3774-VBNXY,Female,0,True,True,64,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,20.2,1277.75,No,0,61-72
6217-KDYWC,Male,0,False,True,57,True,False,No,No,No,No,No,No,No,Two year,True,Mailed check,19.6,1170.55,No,0,49-60
0390-DCFDQ,Female,1,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.45,70.45,Yes,1,0-12
3146-MSEGF,Female,1,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.05,6425.65,No,0,61-72
4080-OGPJL,Female,0,False,False,8,True,True,DSL,True,False,False,True,False,True,Month-to-month,False,Electronic check,71.15,563.65,Yes,1,0-12
1095-WGNGG,Female,0,True,False,61,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),101.05,5971.25,No,0,61-72
2636-SJDOU,Male,0,False,False,64,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),84.3,5289.05,No,0,61-72
1131-QQZEB,Male,1,True,False,71,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),23.95,1756.2,No,0,61-72
5716-EZXZN,Female,0,True,True,65,True,True,Fiber optic,True,True,False,True,True,False,Two year,True,Credit card (automatic),99.05,6416.7,No,0,61-72
6837-BJYDQ,Male,0,False,False,3,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,19.6,61.35,No,0,0-12
2135-RXIHG,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.65,45.65,Yes,1,0-12
6440-DKQGE,Male,0,False,True,30,True,False,DSL,False,True,True,False,True,False,One year,False,Credit card (automatic),64.5,1929.95,No,0,25-36
3466-BYAVD,Male,0,True,True,15,True,False,DSL,False,True,True,True,False,True,Month-to-month,True,Mailed check,69.5,1071.4,No,0,13-24
3780-YVMFA,Female,0,True,True,8,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,68.55,564.35,No,0,0-12
3874-EQOEP,Male,0,False,False,7,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,95.0,655.5,Yes,1,0-12
1679-JRFBR,Female,0,True,True,70,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),108.15,7930.55,No,0,61-72
9073-ZZIAY,Male,0,True,True,62,True,False,DSL,True,True,True,True,True,True,Two year,False,Electronic check,86.1,5215.25,No,0,61-72
3077-RSNTJ,Female,0,True,True,6,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,19.7,113.5,No,0,0-12
6551-GNYDG,Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),80.9,1152.8,No,0,13-24
9167-APMXZ,Female,0,False,False,22,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),84.15,1821.95,No,0,13-24
2749-CTKAJ,Male,0,True,True,22,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,20.15,419.9,No,0,13-24
6371-NZYEG,Male,0,True,True,16,True,False,DSL,True,False,True,False,True,False,Two year,False,Mailed check,64.25,1024.0,No,0,13-24
7554-NEWDD,Male,0,False,False,10,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),25.7,251.6,No,0,0-12
8992-VONJD,Female,0,False,True,13,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,56.0,764.55,No,0,13-24
0867-MKZVY,Female,0,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4,1592.35,Yes,1,13-24
4482-EWFMI,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.7,135.2,No,0,0-12
4648-YPBTM,Male,0,False,False,53,True,True,DSL,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),73.9,3958.25,No,0,49-60
2907-ILJBN,Female,0,True,True,11,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,20.6,233.9,No,0,0-12
6345-FZOQH,Male,0,True,False,69,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,19.9,1363.45,No,0,61-72
3376-BMGFE,Female,0,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.9,273.0,Yes,1,0-12
5997-OPVFA,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.05,6254.45,No,0,61-72
3445-HXXGF,Male,1,True,False,58,False,No,DSL,False,True,True,False,False,True,Month-to-month,True,Electronic check,45.3,2651.2,Yes,1,49-60
1159-WFSGR,Female,0,True,True,16,True,False,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,20.4,321.4,No,0,13-24
7654-YWJUF,Male,0,True,False,43,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Bank transfer (automatic),84.25,3539.25,No,0,37-48
1875-QIVME,Female,0,True,False,2,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,104.4,242.8,Yes,1,0-12
6727-IOTLZ,Male,0,True,False,14,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,81.95,1181.75,No,0,13-24
0691-JVSYA,Female,0,True,False,53,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),94.85,5000.2,Yes,1,49-60
5918-VUKWP,Female,0,False,False,32,True,False,No,No,No,No,No,No,No,One year,False,Bank transfer (automatic),20.55,654.55,No,0,25-36
1744-JHKYS,Female,0,True,False,34,True,True,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,24.7,780.2,No,0,25-36
2656-FMOKZ,Female,1,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,74.45,1145.7,Yes,1,13-24
2070-FNEXE,Female,1,False,False,7,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),76.45,503.6,Yes,1,0-12
5947-SGKCL,Female,0,True,True,15,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.35,1559.25,No,0,13-24
3712-PKXZA,Male,0,True,False,61,True,False,No,No,No,No,No,No,No,One year,True,Credit card (automatic),20.55,1252.0,No,0,61-72
6317-YPKDH,Female,0,False,False,1,False,No,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.95,29.95,Yes,1,0-12
6582-OIVSP,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.3,45.3,No,0,0-12
9367-WXLCH,Male,0,False,False,8,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),84.5,662.65,Yes,1,0-12
5524-KHNJP,Male,0,True,True,33,True,False,DSL,True,False,True,False,True,True,One year,False,Credit card (automatic),74.75,2453.3,No,0,25-36
1918-ZBFQJ,Female,0,False,False,13,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,79.25,1111.65,Yes,1,13-24
1024-GUALD,Female,0,True,False,1,False,No,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.8,24.8,Yes,1,0-12
4827-USJHP,Male,0,False,False,20,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,51.8,1023.85,No,0,13-24
